4    1    1    1    8    1    1    8    1    1    8    8    8    16    32    52    48    8    8    64    4    1    32    64    4    0    2    1    8    0.961109    0.026484    1508807.546    33294.22975
4    1    1    1    6    1    1    6    1    1    6    8    8    16    32    52    48    8    8    64    4    1    32    64    4    0    2    1    8    0.938878    0.026484    1499039.522    32936.68306
4    1    1    1    10    1    1    12    1    1    12    8    8    16    32    52    48    8    8    64    4    1    32    64    4    0    2    1    8    0.90837    0.026484    1525471.555    33873.21236
4    1    1    1    8    1    1    8    1    1    8    6    6    14    32    52    48    8    8    64    4    1    32    64    4    0    2    1    8    0.920778    0.026484    1489555.532    32898.41996
4    1    1    1    6    1    1    6    1    1    6    6    6    14    32    52    48    8    8    64    4    1    32    64    4    0    2    1    8    0.919306    0.026484    1479795.533    32566.94857
4    1    1    1    10    1    1    12    1    1    12    6    6    14    32    52    48    8    8    64    4    1    32    64    4    0    2    1    8    0.941014    0.026484    1506227.5    33495.89699
4    1    1    1    8    1    1    8    1    1    8    10    12    20    32    52    48    8    8    64    4    1    32    64    4    0    2    1    8    0.955313    0.02246    1540867.517    33893.34317
4    1    1    1    6    1    1    6    1    1    6    10    12    20    32    52    48    8    8    64    4    1    32    64    4    0    2    1    8    0.919439    0.026484    1531103.507    33528.13915
4    1    1    1    10    1    1    12    1    1    12    10    12    20    32    52    48    8    8    64    4    1    32    64    4    0    2    1    8    0.946113    0.026484    1557535.545    34488.38571
4    1    1    1    8    1    1    8    1    1    8    8    8    16    30    52    48    8    8    64    4    1    32    64    4    0    2    1    8    0.972117    0.026484    1504903.536    33177.09345
4    1    1    1    6    1    1    6    1    1    6    8    8    16    30    52    48    8    8    64    4    1    32    64    4    0    2    1    8    0.914298    0.026484    1495135.517    32809.96752
4    1    1    1    10    1    1    12    1    1    12    8    8    16    30    52    48    8    8    64    4    1    32    64    4    0    2    1    8    0.930851    0.026484    1521567.528    33794.95243
4    1    1    1    8    1    1    8    1    1    8    6    6    14    30    52    48    8    8    64    4    1    32    64    4    0    2    1    8    0.947328    0.026484    1485651.514    32811.73791
4    1    1    1    6    1    1    6    1    1    6    6    6    14    30    52    48    8    8    64    4    1    32    64    4    0    2    1    8    0.952546    0.026484    1475891.487    32438.49404
4    1    1    1    10    1    1    12    1    1    12    6    6    14    30    52    48    8    8    64    4    1    32    64    4    0    2    1    8    0.955272    0.026484    1502323.541    33411.17887
